,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais
56,171,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 16}, {'layer': '650mb', 'rh': 16}, {'layer': '600mb', 'rh': 16}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 330, 'speed': 3}, {'layer': '900mb', 'direction': 320, 'speed': 4}, {'layer': '850mb', 'direction': 315, 'speed': 4}, {'layer': '800mb', 'direction': 310, 'speed': 3}, {'layer': '750mb', 'direction': 305, 'speed': 3}, {'layer': '700mb', 'direction': 300, 'speed': 3}, {'layer': '650mb', 'direction': 290, 'speed': 3}, {'layer': '600mb', 'direction': 290, 'speed': 3}, {'layer': '550mb', 'direction': 290, 'speed': 4}, {'layer': '500mb', 'direction': 270, 'speed': 5}, {'layer': '450mb', 'direction': 260, 'speed': 5}, {'layer': '400mb', 'direction': 270, 'speed': 5}, {'layer': '350mb', 'direction': 270, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 7}, {'layer': '250mb', 'direction': 265, 'speed': 8}, {'layer': '200mb', 'direction': 265, 'speed': 9}]",12,-1,0,1008,none,1,0,350,3,USA
57,174,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 4}, {'layer': '850mb', 'rh': 3}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 305, 'speed': 3}, {'layer': '900mb', 'direction': 315, 'speed': 3}, {'layer': '850mb', 'direction': 330, 'speed': 3}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 290, 'speed': 2}, {'layer': '700mb', 'direction': 315, 'speed': 3}, {'layer': '650mb', 'direction': 330, 'speed': 3}, {'layer': '600mb', 'direction': 325, 'speed': 4}, {'layer': '550mb', 'direction': 315, 'speed': 4}, {'layer': '500mb', 'direction': 320, 'speed': 5}, {'layer': '450mb', 'direction': 320, 'speed': 5}, {'layer': '400mb', 'direction': 315, 'speed': 5}, {'layer': '350mb', 'direction': 275, 'speed': 5}, {'layer': '300mb', 'direction': 260, 'speed': 7}, {'layer': '250mb', 'direction': 260, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 8}]",11,2,2,1009,none,1,0,315,3,USA
58,177,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 11}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 315, 'speed': 2}, {'layer': '900mb', 'direction': 330, 'speed': 3}, {'layer': '850mb', 'direction': 335, 'speed': 4}, {'layer': '800mb', 'direction': 335, 'speed': 4}, {'layer': '750mb', 'direction': 340, 'speed': 3}, {'layer': '700mb', 'direction': 345, 'speed': 3}, {'layer': '650mb', 'direction': 330, 'speed': 3}, {'layer': '600mb', 'direction': 325, 'speed': 3}, {'layer': '550mb', 'direction': 325, 'speed': 3}, {'layer': '500mb', 'direction': 330, 'speed': 4}, {'layer': '450mb', 'direction': 325, 'speed': 4}, {'layer': '400mb', 'direction': 310, 'speed': 5}, {'layer': '350mb', 'direction': 275, 'speed': 5}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",10,2,3,1012,none,1,0,305,2,USA
59,180,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 310, 'speed': 2}, {'layer': '900mb', 'direction': 345, 'speed': 3}, {'layer': '850mb', 'direction': 345, 'speed': 5}, {'layer': '800mb', 'direction': 345, 'speed': 4}, {'layer': '750mb', 'direction': 340, 'speed': 3}, {'layer': '700mb', 'direction': 290, 'speed': 2}, {'layer': '650mb', 'direction': 290, 'speed': 3}, {'layer': '600mb', 'direction': 305, 'speed': 3}, {'layer': '550mb', 'direction': 315, 'speed': 3}, {'layer': '500mb', 'direction': 310, 'speed': 3}, {'layer': '450mb', 'direction': 305, 'speed': 4}, {'layer': '400mb', 'direction': 310, 'speed': 5}, {'layer': '350mb', 'direction': 285, 'speed': 5}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 270, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",9,2,3,1015,none,1,0,325,2,USA
60,183,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -1}, {'layer': '900mb', 'rh': -2}, {'layer': '850mb', 'rh': -3}, {'layer': '800mb', 'rh': -3}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 320, 'speed': 3}, {'layer': '900mb', 'direction': 335, 'speed': 4}, {'layer': '850mb', 'direction': 0, 'speed': 4}, {'layer': '800mb', 'direction': 25, 'speed': 3}, {'layer': '750mb', 'direction': 30, 'speed': 3}, {'layer': '700mb', 'direction': 5, 'speed': 3}, {'layer': '650mb', 'direction': 335, 'speed': 3}, {'layer': '600mb', 'direction': 315, 'speed': 3}, {'layer': '550mb', 'direction': 305, 'speed': 4}, {'layer': '500mb', 'direction': 300, 'speed': 5}, {'layer': '450mb', 'direction': 310, 'speed': 5}, {'layer': '400mb', 'direction': 315, 'speed': 5}, {'layer': '350mb', 'direction': 285, 'speed': 5}, {'layer': '300mb', 'direction': 285, 'speed': 5}, {'layer': '250mb', 'direction': 280, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 6}]",7,6,2,1016,none,1,0,325,3,USA
61,186,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 0}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 3}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 315, 'speed': 3}, {'layer': '900mb', 'direction': 315, 'speed': 3}, {'layer': '850mb', 'direction': 320, 'speed': 4}, {'layer': '800mb', 'direction': 315, 'speed': 4}, {'layer': '750mb', 'direction': 310, 'speed': 3}, {'layer': '700mb', 'direction': 315, 'speed': 3}, {'layer': '650mb', 'direction': 310, 'speed': 3}, {'layer': '600mb', 'direction': 305, 'speed': 3}, {'layer': '550mb', 'direction': 300, 'speed': 4}, {'layer': '500mb', 'direction': 300, 'speed': 4}, {'layer': '450mb', 'direction': 330, 'speed': 4}, {'layer': '400mb', 'direction': 330, 'speed': 4}, {'layer': '350mb', 'direction': 310, 'speed': 5}, {'layer': '300mb', 'direction': 310, 'speed': 5}, {'layer': '250mb', 'direction': 295, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 6}]",5,6,2,1017,none,1,0,320,2,USA
62,189,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 265, 'speed': 2}, {'layer': '900mb', 'direction': 350, 'speed': 3}, {'layer': '850mb', 'direction': 350, 'speed': 3}, {'layer': '800mb', 'direction': 345, 'speed': 5}, {'layer': '750mb', 'direction': 350, 'speed': 5}, {'layer': '700mb', 'direction': 345, 'speed': 4}, {'layer': '650mb', 'direction': 340, 'speed': 3}, {'layer': '600mb', 'direction': 340, 'speed': 3}, {'layer': '550mb', 'direction': 335, 'speed': 4}, {'layer': '500mb', 'direction': 325, 'speed': 5}, {'layer': '450mb', 'direction': 315, 'speed': 5}, {'layer': '400mb', 'direction': 320, 'speed': 5}, {'layer': '350mb', 'direction': 335, 'speed': 5}, {'layer': '300mb', 'direction': 340, 'speed': 5}, {'layer': '250mb', 'direction': 330, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 7}]",7,2,3,1018,none,1,0,230,2,USA
63,192,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 0}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 245, 'speed': 2}, {'layer': '900mb', 'direction': 295, 'speed': 2}, {'layer': '850mb', 'direction': 320, 'speed': 3}, {'layer': '800mb', 'direction': 340, 'speed': 5}, {'layer': '750mb', 'direction': 355, 'speed': 5}, {'layer': '700mb', 'direction': 15, 'speed': 4}, {'layer': '650mb', 'direction': 25, 'speed': 4}, {'layer': '600mb', 'direction': 20, 'speed': 4}, {'layer': '550mb', 'direction': 0, 'speed': 4}, {'layer': '500mb', 'direction': 350, 'speed': 5}, {'layer': '450mb', 'direction': 335, 'speed': 5}, {'layer': '400mb', 'direction': 335, 'speed': 6}, {'layer': '350mb', 'direction': 0, 'speed': 7}, {'layer': '300mb', 'direction': 0, 'speed': 7}, {'layer': '250mb', 'direction': 340, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 6}]",10,2,0,1020,none,1,0,255,2,USA
0,3,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 4}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 100, 'speed': 5}, {'layer': '900mb', 'direction': 95, 'speed': 4}, {'layer': '850mb', 'direction': 95, 'speed': 4}, {'layer': '800mb', 'direction': 90, 'speed': 4}, {'layer': '750mb', 'direction': 90, 'speed': 4}, {'layer': '700mb', 'direction': 85, 'speed': 4}, {'layer': '650mb', 'direction': 85, 'speed': 5}, {'layer': '600mb', 'direction': 80, 'speed': 5}, {'layer': '550mb', 'direction': 70, 'speed': 5}, {'layer': '500mb', 'direction': 65, 'speed': 5}, {'layer': '450mb', 'direction': 60, 'speed': 6}, {'layer': '400mb', 'direction': 55, 'speed': 5}, {'layer': '350mb', 'direction': 55, 'speed': 5}, {'layer': '300mb', 'direction': 55, 'speed': 5}, {'layer': '250mb', 'direction': 50, 'speed': 5}, {'layer': '200mb', 'direction': 195, 'speed': 5}]",26,-6,12,1017,none,1,0,105,4,Australia
1,6,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 95, 'speed': 5}, {'layer': '900mb', 'direction': 95, 'speed': 5}, {'layer': '850mb', 'direction': 95, 'speed': 5}, {'layer': '800mb', 'direction': 100, 'speed': 5}, {'layer': '750mb', 'direction': 100, 'speed': 4}, {'layer': '700mb', 'direction': 100, 'speed': 4}, {'layer': '650mb', 'direction': 95, 'speed': 4}, {'layer': '600mb', 'direction': 80, 'speed': 4}, {'layer': '550mb', 'direction': 70, 'speed': 5}, {'layer': '500mb', 'direction': 70, 'speed': 5}, {'layer': '450mb', 'direction': 60, 'speed': 5}, {'layer': '400mb', 'direction': 55, 'speed': 5}, {'layer': '350mb', 'direction': 55, 'speed': 5}, {'layer': '300mb', 'direction': 50, 'speed': 5}, {'layer': '250mb', 'direction': 50, 'speed': 5}, {'layer': '200mb', 'direction': 125, 'speed': 2}]",26,-6,12,1018,none,1,0,95,4,Australia
2,9,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 5}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 6}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': 85, 'speed': 5}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 5}, {'layer': '800mb', 'direction': 100, 'speed': 5}, {'layer': '750mb', 'direction': 105, 'speed': 5}, {'layer': '700mb', 'direction': 110, 'speed': 5}, {'layer': '650mb', 'direction': 110, 'speed': 5}, {'layer': '600mb', 'direction': 95, 'speed': 4}, {'layer': '550mb', 'direction': 85, 'speed': 4}, {'layer': '500mb', 'direction': 75, 'speed': 4}, {'layer': '450mb', 'direction': 65, 'speed': 5}, {'layer': '400mb', 'direction': 55, 'speed': 6}, {'layer': '350mb', 'direction': 55, 'speed': 5}, {'layer': '300mb', 'direction': 50, 'speed': 5}, {'layer': '250mb', 'direction': 45, 'speed': 5}, {'layer': '200mb', 'direction': 70, 'speed': 5}]",26,-4,11,1018,none,1,0,85,4,Australia
3,12,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 1}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 90, 'speed': 5}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 4}, {'layer': '800mb', 'direction': 90, 'speed': 4}, {'layer': '750mb', 'direction': 100, 'speed': 5}, {'layer': '700mb', 'direction': 105, 'speed': 5}, {'layer': '650mb', 'direction': 110, 'speed': 5}, {'layer': '600mb', 'direction': 105, 'speed': 5}, {'layer': '550mb', 'direction': 100, 'speed': 4}, {'layer': '500mb', 'direction': 80, 'speed': 5}, {'layer': '450mb', 'direction': 70, 'speed': 5}, {'layer': '400mb', 'direction': 65, 'speed': 5}, {'layer': '350mb', 'direction': 60, 'speed': 5}, {'layer': '300mb', 'direction': 65, 'speed': 5}, {'layer': '250mb', 'direction': 50, 'speed': 5}, {'layer': '200mb', 'direction': 60, 'speed': 5}]",26,-1,10,1016,none,1,0,90,4,Australia
4,15,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 95, 'speed': 5}, {'layer': '900mb', 'direction': 90, 'speed': 5}, {'layer': '850mb', 'direction': 80, 'speed': 5}, {'layer': '800mb', 'direction': 80, 'speed': 5}, {'layer': '750mb', 'direction': 85, 'speed': 5}, {'layer': '700mb', 'direction': 90, 'speed': 5}, {'layer': '650mb', 'direction': 95, 'speed': 5}, {'layer': '600mb', 'direction': 95, 'speed': 4}, {'layer': '550mb', 'direction': 85, 'speed': 4}, {'layer': '500mb', 'direction': 85, 'speed': 4}, {'layer': '450mb', 'direction': 75, 'speed': 5}, {'layer': '400mb', 'direction': 65, 'speed': 5}, {'layer': '350mb', 'direction': 65, 'speed': 5}, {'layer': '300mb', 'direction': 75, 'speed': 5}, {'layer': '250mb', 'direction': 80, 'speed': 4}, {'layer': '200mb', 'direction': 65, 'speed': 5}]",26,-1,11,1016,none,1,0,95,4,Australia
5,18,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 6}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 90, 'speed': 5}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 80, 'speed': 5}, {'layer': '800mb', 'direction': 80, 'speed': 5}, {'layer': '750mb', 'direction': 80, 'speed': 5}, {'layer': '700mb', 'direction': 80, 'speed': 5}, {'layer': '650mb', 'direction': 80, 'speed': 5}, {'layer': '600mb', 'direction': 85, 'speed': 5}, {'layer': '550mb', 'direction': 90, 'speed': 5}, {'layer': '500mb', 'direction': 90, 'speed': 5}, {'layer': '450mb', 'direction': 80, 'speed': 5}, {'layer': '400mb', 'direction': 70, 'speed': 5}, {'layer': '350mb', 'direction': 70, 'speed': 5}, {'layer': '300mb', 'direction': 80, 'speed': 5}, {'layer': '250mb', 'direction': 100, 'speed': 3}, {'layer': '200mb', 'direction': 90, 'speed': 3}]",26,-1,11,1017,rain,1,0,90,4,Australia
6,21,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 5}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 95, 'speed': 5}, {'layer': '900mb', 'direction': 90, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 4}, {'layer': '700mb', 'direction': 85, 'speed': 5}, {'layer': '650mb', 'direction': 80, 'speed': 5}, {'layer': '600mb', 'direction': 75, 'speed': 5}, {'layer': '550mb', 'direction': 75, 'speed': 5}, {'layer': '500mb', 'direction': 80, 'speed': 5}, {'layer': '450mb', 'direction': 75, 'speed': 5}, {'layer': '400mb', 'direction': 65, 'speed': 5}, {'layer': '350mb', 'direction': 55, 'speed': 5}, {'layer': '300mb', 'direction': 85, 'speed': 4}, {'layer': '250mb', 'direction': 115, 'speed': 3}, {'layer': '200mb', 'direction': 150, 'speed': 3}]",26,-1,11,1017,rain,2,0,95,4,Australia
7,24,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 95, 'speed': 5}, {'layer': '900mb', 'direction': 95, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 4}, {'layer': '700mb', 'direction': 80, 'speed': 4}, {'layer': '650mb', 'direction': 75, 'speed': 4}, {'layer': '600mb', 'direction': 75, 'speed': 4}, {'layer': '550mb', 'direction': 85, 'speed': 5}, {'layer': '500mb', 'direction': 85, 'speed': 5}, {'layer': '450mb', 'direction': 75, 'speed': 5}, {'layer': '400mb', 'direction': 70, 'speed': 4}, {'layer': '350mb', 'direction': 50, 'speed': 4}, {'layer': '300mb', 'direction': 70, 'speed': 4}, {'layer': '250mb', 'direction': 130, 'speed': 3}, {'layer': '200mb', 'direction': 160, 'speed': 5}]",26,-1,10,1016,rain,2,0,100,4,Australia
8,27,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 100, 'speed': 5}, {'layer': '900mb', 'direction': 95, 'speed': 5}, {'layer': '850mb', 'direction': 95, 'speed': 4}, {'layer': '800mb', 'direction': 95, 'speed': 4}, {'layer': '750mb', 'direction': 90, 'speed': 4}, {'layer': '700mb', 'direction': 90, 'speed': 4}, {'layer': '650mb', 'direction': 85, 'speed': 4}, {'layer': '600mb', 'direction': 80, 'speed': 4}, {'layer': '550mb', 'direction': 80, 'speed': 5}, {'layer': '500mb', 'direction': 75, 'speed': 5}, {'layer': '450mb', 'direction': 70, 'speed': 5}, {'layer': '400mb', 'direction': 75, 'speed': 4}, {'layer': '350mb', 'direction': 60, 'speed': 3}, {'layer': '300mb', 'direction': 65, 'speed': 3}, {'layer': '250mb', 'direction': 125, 'speed': 3}, {'layer': '200mb', 'direction': 160, 'speed': 5}]",26,2,10,1017,rain,2,0,100,4,Australia
