,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
790,1999.08.26,1999,Unprovoked,usa,Surfing,3-inch laceration to right foot,Aug,N,M,Unspecified,28
791,1999.08.23,1999,Unprovoked,marshall islands,Fishing,Lacerations to left leg,Aug,N,M,Unspecified,23
792,1999.08.16,1999,Unprovoked,usa,Lying prone in 2' of water,"Ear lacerated, cuts on scalp, back, arm & shoulder ",Aug,N,M,Unspecified,10
793,1999.08.05.a,1999,Unprovoked,usa,Body surfing,Right ankle & heel  lacerated,Aug,N,M,Unspecified,62
794,1999.08.05,1999,Unprovoked,bahamas,Spearfishing & holding catch,Right arm bitten,Aug,N,M,Bull,35
795,1999.07.29,1999,Unprovoked,south africa,Surfing,Right thigh bitten,Jul,N,M,White,42
796,1999.07.26,1999,Unprovoked,usa,Swimming with dolphins,Ankle bitten,Jul,N,M,Bull,43
797,1999.07.21,1999,Unprovoked,usa,Surfing,Right thigh & buttock bitten,Jul,N,M,Tiger,43
798,1999.07.15,1999,Unprovoked,south africa,Boogie boarding,FATAL,Jul,Y,M,White,14
799,1999.07.04,1999,Unprovoked,usa,Wading in school of baitfish,Lacerations knee to ankle,Jul,N,F,Unspecified,30
800,1999.07.03,1999,Unprovoked,south africa,Surfing,Leg & board bitten,Jul,N,M,White,29
801,1999.06.17,1999,Unprovoked,usa,Surfing,Right hand and wrist lacerated,Jun,N,M,Unspecified,21
802,1999.06.09,1999,Unprovoked,usa,Splashing / wading,Knee lacerated,Jun,N,M,Unspecified,5
803,1999.05.29,1999,Unprovoked,australia,Windsurfing,"FATAL, body not recovered",May,Y,M,White,22
804,1999.05.01,1999,Unprovoked,brazil,Surfing,Leg & hands bitten,May,N,M,Tiger,21
805,1999.04.22,1999,Unprovoked,mauritius,Swimming,Thigh bitten,Apr,N,F,Grey,41
806,1999.04.11,1999,Unprovoked,reunion,Swimming after being swept into sea by a large wave,FATAL,Apr,Y,M,Bull,52
807,1999.03.05,1999,Unprovoked,usa,Swimming near pod of whales,Tissue removed knee to thigh,Mar,N,F,Unspecified,29
808,1999.02.23,1999,Unprovoked,australia,Surfing,"Left hand & forearm bitten, board bitten",Feb,N,M,Tiger,35
809,1999.02.03,1999,Unprovoked,usa,Surfing,Left hand bitten,Feb,N,M,Unspecified,25
810,1999.00.00.b,1999,Unprovoked,south africa,Spearfishing,Heel lacerated,,N,M,White,30
811,1998.12.20.R,1998,Unprovoked,south africa,Surfing,Leg bitten,Dec,N,M,White,18
812,1998.11.21,1998,Unprovoked,usa,Swimming,FATAL,Nov,Y,M,Tiger,9
813,1998.11.14,1998,Unprovoked,usa,Surfing,Right foot bitten,Nov,N,M,Unspecified,14
814,1998.11.11,1998,Unprovoked,usa,Walking,Survived,Nov,N,M,Unspecified,13
815,1998.11.02.a,1998,Unprovoked,brazil,Surfing,"FATAL, left forearm severed  ",Nov,Y,M,White,22
816,1998.08.30,1998,Unprovoked,usa,Surfing,Toes lacerated,Aug,N,M,Unspecified,26
817,1998.08.26,1998,Unprovoked,usa,Boogie boarding,"Thigh, buttocks & lower back lacerated",Aug,N,M,White,16
818,1998.08.15,1998,Unprovoked,bahamas,Spearfishing,Calf bitten,Aug,N,M,Unspecified,28
819,1998.08.01.a,1998,Unprovoked,south africa,Spearfishing,Leg bitten,Aug,N,M,White,24
820,1998.07.11,1998,Unprovoked,south africa,Surfing,Knee bitten,Jul,N,M,Unspecified,16
821,1998.06.28.a,1998,Unprovoked,australia,Free diving for abalone,"FATAL, left thigh and lower leg severely injured  ",Jun,Y,M,White,26
822,1998.06.22,1998,Unprovoked,south africa,Body Boarding,"FATAL, hands & calf bitten  ",Jun,Y,M,White,20
823,1998.05.29.b,1998,Unprovoked,south africa,Body boarding,Right shoulder & arm bitten,May,N,M,White,15
824,1998.05.29.a,1998,Unprovoked,south africa,Body boarding,Leg bitten,May,N,M,Unspecified,16
825,1998.05.25,1998,Unprovoked,usa,Surfing,4 lacerations on the sole of his right foot,May,N,M,Lemon,40
826,1998.05.16.c,1998,Unprovoked,usa,Swimming,Ankle & foot bitten,May,N,F,Unspecified,14
827,1998.05.16.a,1998,Unprovoked,south africa,Body boarding,"Lower legs bitten, foot severed",May,N,M,White,22
828,1998.04.26,1998,Unprovoked,mozambique,Towing rubber dinghy,"FATAL, torso & abdomen bitten, forearm severed ",Apr,Y,F,Unspecified,35
829,1998.04.21,1998,Unprovoked,usa,Surfing (lying prone on his board),Right thigh bitten,Apr,N,M,White,50
830,1998.03.15,1998,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,Lower leg lacerated,Mar,N,M,White,33
831,1998.03.08.a,1998,Unprovoked,usa,Swimming or paddle boarding,6 puncture wounds to right calf,Mar,N,M,Unspecified,32
832,1998.01.28.R ,1998,Invalid,australia,Spearfishing,"Missing, thought to have been taken by a shark",Jan,,M,Unspecified,31
833,1998.01.14,1998,Unprovoked,mozambique,Surfing,Leg bitten,Jan,N,M,Unspecified,23
834,1997.12.28.b,1997,Unprovoked,south africa,Spearfishing,FATAL,Dec,Y,M,White,39
835,1997.11.09,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),Left arm lacerated when shark grabbed scooter,Nov,N,M,White,42
836,1997.10.28.a,1997,Unprovoked,usa,Body boarding or surfing,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",Oct,N,M,Tiger,19
837,1997.10.24,1997,Unprovoked,usa,Surfing,"5"" gash in foot",Oct,N,M,Unspecified,23
838,1997.10.21,1997,Unprovoked,usa,Surfing,Left foot bitten,Oct,N,M,Unspecified,12
839,1997.08.24,1997,Unprovoked,usa,Surfing (sitting on his board),Leg & hand bitten,Aug,N,M,White,29
840,1997.08.02.b,1997,Unprovoked,usa,Body surfing,Top of left foot bitten,Aug,N,M,Unspecified,17
841,1997.08.02.a,1997,Unprovoked,usa,Wading / Surfing,Top of left foot bitten,Aug,N,M,Unspecified,19
842,1997.07.21,1997,Unprovoked,south africa,Surfing,FATAL,Jul,Y,M,White,25
843,1997.07.14,1997,Unprovoked,usa,Standing,Left calf bitten,Jul,N,M,Unspecified,50
844,1997.06.15,1997,Unprovoked,fiji,Snorkeling,"Bitten on inner thigh, leg surgically amputated",Jun,N,F,Tiger,47
845,1997.06.09,1997,Unprovoked,usa,Surfing,Laceration to left upper arm,Jun,N,M,Unspecified,18
846,1997.06.02,1997,Unprovoked,usa,"Body surfing, stood up on sandbar",4 lacerations above left ankle,Jun,N,M,Unspecified,33
847,1997.05.31.c,1997,Unprovoked,usa,Spearfishing,Right thigh punctured,May,N,M,Unspecified,35
848,1997.05.31.b,1997,Unprovoked,usa,Surfing,Left elbow bitten,May,N,M,Unspecified,34
849,1997.05.31.a,1997,Unprovoked,usa,Surfing,Left ankle bitten,May,N,M,Unspecified,12
850,1997.02.28.a,1997,Unprovoked,australia,Scuba diving,Left arm bitten,Feb,N,M,Tiger,30
851,1997.01.25,1997,Unprovoked,australia,Snorkeling,"Left leg lacerated, punctures to right leg",Jan,N,M,Unspecified,27
852,1997.01.20,1997,Unprovoked,australia,Windsurfing,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Jan,Y,M,Tiger,41
853,1996.11.29.a,1996,Unprovoked,usa,Surfing,Single laceration on ankle & board bitten,Nov,N,M,White,45
854,1996.10.05.,1996,Unprovoked,usa,Surfing,Lower leg bitten,Oct,N,M,White,22
855,1996.10.03.b,1996,Unprovoked,usa,Surfing,"4"" laceration on left forearm",Oct,N,M,Unspecified,21
856,1996.10.03.a,1996,Unprovoked,usa,Surfing,"No Injury, shark struck his board",Oct,N,M,White,31
857,1996.09.06.b,1996,Unprovoked,new zealand,Diving for abalone,"Back, arms & wrist severely lacerated",Sep,N,M,White,23
858,1996.09.06.a,1996,Unprovoked,usa,Surfing / Swimming,Small puncture wounds and lacerations on right leg just below knee,Sep,N,M,Unspecified,19
859,1996.09.01.b,1996,Invalid,usa,Boogie boarding,Minor injuries to foot,Sep,,F,Unspecified,28
860,1996.09.01.a,1996,Provoked,south africa,Spearfishing,No injury  PROVOKED INCIDENT,Sep,N,M,White,29
861,1996.08.29,1996,Unprovoked,usa,Body Boarding,Right calf bitten,Aug,N,M,Tiger,19
862,1996.08.13,1996,Unprovoked,usa,Free diving for abalone,"Left shoulder, forearm, hand & abdomen lacerated",Aug,N,M,White,36
863,1996.08.11,1996,Unprovoked,usa,Wade fishing,"No injury, towed by shark that grabbed stringer of fish tied to his waist",Aug,N,M,Unspecified,21
864,1996.07.04.b,1996,Unprovoked,usa,Standing,Laceration on left foot,Jul,N,F,Unspecified,63
865,1996.05.28,1996,Unprovoked,south africa,Surfing,Leg bitten,May,N,M,White,17
866,1996.05.18,1996,Unprovoked,usa,Surfing,Right foot & ankle bitten,May,N,M,Unspecified,22
867,1996.05.07,1996,Unprovoked,usa,Surfing,Left foot & leg bitten,May,N,M,Unspecified,27
868,1996.03.05,1996,Unprovoked,australia,Swimming breast stoke,Left arm & leg lacerated,Mar,N,F,Tiger,47
869,1996.02.26,1996,Unprovoked,australia,Dived naked into the water on a bet,Left leg & right testicle bitten,Feb,N,M,Unspecified,24
870,1996.02.04,1996,Unprovoked,australia,Swimming,Ankles injured,Feb,N,M,Unspecified,7
871,1996.01.16,1996,Unprovoked,usa,Swimming with mask & snorkel,Lacerations to left foot & right shin,Jan,N,M,Tiger,53
872,1996.01.10,1996,Unprovoked,reunion,Surfing,FATAL,Jan,Y,M,Tiger,25
873,1995.10.11,1995,Unprovoked,australia,Playing / standing,Laceration to thigh,Oct,N,F,Unspecified,15
874,1995.10.01,1995,Unprovoked,usa,Surfing,Right arm injured,Oct,N,M,Unspecified,39
875,1995.09.30.b,1995,Unprovoked,usa,Surfing,4 punctures in left foot,Sep,N,M,Unspecified,14
876,1995.09.28,1995,Unprovoked,usa,Windsurfing,"Right foot bruised, board bitten",Sep,N,M,White,25
877,1995.09.11,1995,Unprovoked,australia,Abalone diving using Hookah (near calving whales),"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Sep,Y,M,White,29
878,1995.09.03.b,1995,Unprovoked,usa,Abalone diving using Hookah (resting on the surface),Lower leg bitten,Sep,N,M,White,32
879,1995.08.26/b,1995,Unprovoked,usa,Surfing,Left elbow bitten,Aug,N,M,Unspecified,16
880,1995.08.26.a,1995,Unprovoked,usa,Surfing,4 puncture wounds on right pinky finger,Aug,N,M,Unspecified,18
881,1995.08.25,1995,Unprovoked,usa,Swimming,Left arm bitten,Aug,N,M,Unspecified,16
882,1995.08.22.c,1995,Unprovoked,usa,Swimming ,Right foot bitten,Aug,N,M,Unspecified,23
883,1995.08.22.a,1995,Unprovoked,usa,Surfing,Bottom of left foot gashed,Aug,N,M,Unspecified,19
884,1995.08.19,1995,Unprovoked,tonga,Fishing,Upper left thigh avulsed  ,Aug,N,M,Unspecified,18
885,1995.08.15,1995,Unprovoked,usa,Wading,Thigh lacerated,Aug,N,M,Unspecified,20
886,1995.08.07,1995,Unprovoked,usa,Body boarding,Multiple bites on right leg and knee,Aug,N,M,Unspecified,12
887,1995.06.30,1995,Unprovoked,usa,Scuba diving (ascending using scooter),"Forearm, abdomen & upper leg lacerated",Jun,N,M,White,31
888,1995.06.17.a,1995,Unprovoked,usa,Swimming,Right leg bitten,Jun,N,M,Unspecified,45
889,1995.06.16,1995,Unprovoked,usa,Swimming,Leg bitten,Jun,N,F,Unspecified,10
890,1995.06.14,1995,Unprovoked,usa,Swimming,Puncture wounds & scratches to torso & left leg ,Jun,N,M,Tiger,38
891,1995.06.02,1995,Unprovoked,hong kong,Swimming,"FATAL, right thigh bitten, femur exposed  ",Jun,Y,M,Unspecified,29
892,1995.04.09.a,1995,Unprovoked,japan,Scuba diving for bivalves,FATAL,Apr,Y,M,White,47
893,1995.03.11,1995,Unprovoked,australia,Surfing,Left arm lacerated,Mar,N,M,Unspecified,35
894,1995.02.19,1995,Unprovoked,south africa,Swimming,Lacerations to lower leg & foot,Feb,N,M,Unspecified,22
895,1995.01.24,1995,Unprovoked,south africa,Swimming,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Jan,Y,M,Tiger,14
896,1994.12.30,1994,Unprovoked,south africa,Body boarding,"No injury, board bitten",Dec,N,M,White,26
897,1994.12.09.a,1994,Unprovoked,usa,Commercial diver (submerged or treading water),"FATAL, right leg nearly severed, puncture wounds to left leg ",Dec,Y,M,White,42
898,1994.11.13,1994,Unprovoked,usa,"Surfing, paddling seawards",Right thigh & board bitten,Nov,N,F,Unspecified,34
899,1994.10.08,1994,Provoked,usa,Wading,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,Oct,N,F,Unspecified,9
900,1994.09.21,1994,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Sep,N,M,White,43
901,1994.09.05,1994,Unprovoked,usa,Jumped off rocks into white water,Left calf bitten,Sep,N,F,Unspecified,12
902,1994.07.09.c,1994,Unprovoked,reunion,Windsurfing,FATAL,Jul,Y,M,Bull,24
903,1994.07.09.b,1994,Unprovoked,south africa,Surfing,"FATAL, leg severed ",Jul,Y,M,White,22
904,1994.07.09.a,1994,Unprovoked,south africa,Surfing,Buttock & leg bitten,Jul,N,M,White,31
905,1994.07.08.a,1994,Unprovoked,usa,Surfing,Right calf lacerated,Jul,N,M,Unspecified,15
906,1994.06.24,1994,Unprovoked,bahamas,Spearfishing,Forearm severely bitten,Jun,N,M,Unspecified,30
907,1994.05.31.a,1994,Unprovoked,usa,Surfing,Right foot lacerated,May,N,M,Unspecified,28
908,1994.05.15,1994,Unprovoked,usa,Surfing,Right knee lacerated,May,N,M,Unspecified,22
909,1994.02.19,1994,Unprovoked,usa,Surfing,Left foot bitten,Feb,N,M,Unspecified,23
910,1994.02.12,1994,Unprovoked,south africa,Surfing,Leg bitten ,Feb,N,M,White,15
911,1994.01.03,1994,Unprovoked,south africa,Swimming ,Foot bitten,Jan,N,M,Unspecified,33
912,1993.11.21,1993,Unprovoked,australia,Hookah diving,FATAL,Nov,Y,M,Tiger,27
913,1993.10.30,1993,Unprovoked,usa,Surfing,Serious injury to left leg,Oct,N,M,White,26
914,1993.10.26,1993,Unprovoked,usa,Swimming,Thigh & hand lacerated,Oct,N,F,Bull,26
915,1993.10.10,1993,Boating,usa,Kayaking,"No Injury, Kayak holed",Oct,N,F,White,34
916,1993.09.26,1993,Unprovoked,south africa,Spearfishing,Calf lacerated,Sep,N,M,White,36
917,1993.09.03,1993,Unprovoked,spain,Swimming,"Thigh bitten, toes of left foot severed",Sep,N,M,Unspecified,69
918,1993.08.21,1993,Unprovoked,bahamas,Spearfishing,Leg bitten,Aug,N,M,Unspecified,51
919,1993.08.15.a,1993,Unprovoked,usa,Riding floatation device,Severe lacerations to abdomen & thighs,Aug,N,F,Bull,19
920,1993.08.12,1993,Unprovoked,usa,Free diving for abalone (ascending),Severe bites to head & shoulder,Aug,N,M,White,39
921,1993.07.30,1993,Unprovoked,south africa,Surfing,Puncture wounds on chest,Jul,N,M,White,28
922,1993.07.07,1993,Unprovoked,usa,Playing,Right knee bitten,Jul,N,F,Unspecified,12
923,1993.06.10,1993,Unprovoked,usa,Paddling on surfboard or body board,Feet & ankles bitten,Jun,N,M,Tiger,22
924,1993.06.09,1993,Unprovoked,australia,Scuba diving,FATAL,Jun,Y,M,White,31
925,1993.06.05,1993,Unprovoked,australia,Scuba diving at seal colony,FATAL,Jun,Y,F,White,34
926,1993.06.00,1993,Unprovoked,usa,Swimming,"No injury, bumped by shark",Jun,N,F,Unspecified,60
927,1993.03.14,1993,Unprovoked,usa,Paddling on surfboard,Lower legs lacerated ,Mar,N,M,Tiger,35
928,1993.03.12,1993,Unprovoked,usa,Free diving & spearfishing (ascending),"No injury, swim fin bitten",Mar,N,M,White,55
929,1993.02.04,1993,Provoked,australia,Fishing,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",,N,M,Unspecified,69
930,1993.01.05,1993,Unprovoked,australia,Spearfishing,"6"" laceration to left forearm",Jan,N,M,Unspecified,21
931,1993.01.02,1993,Unprovoked,usa,Surfing,"No injury, shark bit board",Jan,N,M,White,29
932,1992.12.28,1992,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",Right leg bruised & abraded,Dec,N,M,Tiger,10
933,1992.12.23,1992,Unprovoked,usa,Lying on surfboard,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",Dec,N,M,Tiger,30
934,1992.11.29,1992,Unprovoked,usa,Spearfishing / free diving,10 puncture wounds to right calf,Nov,N,M,Unspecified,31
935,1992.11.25.a,1992,Unprovoked,usa,Surfing,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,Nov,N,M,Unspecified,19
936,1992.11.14,1992,Boating,usa,Kayaking,"No injury, kayak bitten",Nov,N,M,White,46
937,1992.11.11,1992,Unprovoked,usa,Scuba diving (submerged),Foot punctured,Nov,N,M,Unspecified,40
938,1992.11.05.a,1992,Unprovoked,usa,Body boarding,Right leg severely lacerated  FATAL,Nov,Y,M,Tiger,18
939,1992.10.29,1992,Unprovoked,usa,Hookah diving for sea urchins,Foot & swim fin punctured,Oct,N,M,White,40
940,1992.10.22,1992,Unprovoked,usa,Surfing,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",Oct,N,M,Tiger,28
941,1992.10.01,1992,Unprovoked,australia,Surfing,FATAL,Oct,Y,M,White,28
942,1992.09.13,1992,Unprovoked,usa,Surfing,Minor bruises,Sep,N,M,White,20
943,1992.08.25,1992,Unprovoked,australia,Surfing,"Minor cuts, sufboard bitten",Aug,N,M,White,17
944,1992.08.18,1992,Unprovoked,usa,Surfing,"No injury, board bitten",Aug,N,M,White,22
945,1992.07.21,1992,Unprovoked,usa,Standing,Lacerations to left foot,Jul,N,F,Unspecified,42
946,1992.06.28.a,1992,Unprovoked,reunion,Surfing,FATAL,Jun,Y,M,Bull,16
947,1992.04.09,1992,Unprovoked,south africa,Surfing,Punctures & lacerations on lower leg,Apr,N,M,Unspecified,35
948,1992.03.28,1992,Unprovoked,usa,"Surfing, paddling seawards","Foot bitten, crescent of bitemarks in both sides of board",Mar,N,F,Tiger,36
949,1992.03.08.c,1992,Unprovoked,japan,Hookah diving for pen shells ,"FATAL, body not recovered",Mar,Y,M,White,41
950,1992.03.08.a,1992,Unprovoked,usa,Surfing (sitting on his board),"Left shoulder & side bitten, board broken",Mar,N,M,White,21
951,1992.02.09,1992,Invalid,australia,Surfing,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",Feb,,M,Unspecified,19
952,1992.01.29.a,1992,Unprovoked,australia,Boogie boarding,Right leg lacerated,Jan,N,M,Unspecified,19
953,1992.01.23,1992,Unprovoked,south africa,Swimming ,Right foot lacerated,Jan,N,M,Unspecified,19
954,1992.01.08,1992,Unprovoked,south africa,Spearfishing,Left cheek lacerated,Jan,N,M,Unspecified,36
955,1991.12.04,1991,Unprovoked,usa,Hookah diving for sea urchins,"No injury, shark became tangled in hose & towed him 100'",Dec,N,M,White,25
956,1991.11.26.b,1991,Unprovoked,usa,Snorkeling,"FATAL, right leg at hip, left leg and right forearm severed  ",Nov,Y,F,Tiger,41
957,1991.10.12,1991,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Oct,N,M,Unspecified,21
958,1991.10.05,1991,Unprovoked,usa,Surfing,"Arm, shoulder & back bitten",Oct,N,M,White,32
959,1991.09.08,1991,Unprovoked,australia,Scuba diving,FATAL,Sep,Y,M,White,19
960,1991.08.30,1991,Provoked,australia,Finning the shark that bit him,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",Aug,N,M,Unspecified,36
961,1991.08.26,1991,Unprovoked,usa,Swimming,Deep cuts on lower leg,Aug,N,M,Unspecified,23
962,1991.08.12,1991,Unprovoked,usa,Wading,Bite to left thigh & calf,Aug,N,F,Unspecified,10
963,1991.07.30,1991,Boating,italy,Canoeing,No Injury to occupant; canoe bitten,Jul,N,F,White,40
964,1991.07.01.b,1991,Unprovoked,reunion,Surfing,Left arm severed,Jul,N,M,Tiger,30
965,1991.07.01.a,1991,Unprovoked,usa,Surfing,"Forearm, upper thigh, knee & ankle lacerated",Jul,N,M,White,32
966,1991.06.07.b,1991,Unprovoked,usa,Swimming behind sailboat,"Left ankle, calf, thigh and abdomen bitten",Jun,N,M,Bull,31
967,1991.06.07.a,1991,Unprovoked,hong kong,Swimming ,Abdomen bitten & leg severed  FATAL,Jun,Y,F,Tiger,65
968,1991.05.26,1991,Unprovoked,usa,Sitting on surfboard,Right calf bitten,May,N,M,Unspecified,23
969,1991.04.16.a,1991,Unprovoked,usa,"Surfing, collided with shark",Right thigh,Apr,N,M,Unspecified,22
970,1991.02.24,1991,Unprovoked,usa,Surfing,Calf lacerated & board bitten,Feb,N,M,White,38
971,1991.02.12,1991,Unprovoked,south africa,Spearfishing,Foot & swim fin bitten,Feb,N,M,White,20
972,1990.11.01,1990,Unprovoked,usa,Surfing,"Ear, shoulder, arm, wrist & ear injured",Nov,N,M,Unspecified,24
973,1990.10.30.b,1990,Unprovoked,usa,Surfing,"Hand & wrist bitten, tooth fragments in wound",Oct,N,M,Unspecified,50
974,1990.10.20,1990,Unprovoked,usa,Surfing,Wrist bitten,Oct,N,M,Unspecified,25
975,1990.10.15,1990,Unprovoked,usa,Surfing,"No Injury, board bitten",Oct,N,M,Tiger,43
976,1990.10.12,1990,Unprovoked,usa,Surfing,Superficial injuries to left foot & ankle,Oct,N,M,Unspecified,19
977,1990.09.15,1990,Unprovoked,south africa,Spearfishing,Right hand lacerated,Sep,N,M,White,26
978,1990.09.08,1990,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface","Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",Sep,N,M,White,49
979,1990.09.05,1990,Boating,usa,Kayaking,"No injury, kayak capsized",Sep,N,M,White,44
980,1990.08.28,1990,Unprovoked,usa,Surfing,4 punctures on leg & board bitten,Aug,N,M,White,22
981,1990.06.24,1990,Unprovoked,south africa,Scuba diving (but on surface),"FATAL, thigh bitten  ",Jun,Y,F,White,21
982,1990.05.06,1990,Unprovoked,south africa,Resting on surfboard,Thigh severely lacerated,May,N,M,White,22
983,1990.04.14,1990,Unprovoked,south africa,Lying on surfboard & paddling,Leg bitten,Apr,N,M,White,23
984,1990.04.09,1990,Unprovoked,australia,Surfing,"Lacerations & abrasions, board bitten in half",Apr,N,M,Tiger,31
985,1989.11.18,1989,Unprovoked,south africa,Free diving & spearfishing,FATAL,Nov,Y,M,White,29
986,1989.10.22,1989,Unprovoked,australia,Surfing,"No injury, board bitten",Oct,N,M,White,17
987,1989.10.11,1989,Unprovoked,usa,Surfing,Foot & leg bitten,Oct,N,M,Unspecified,12
988,1989.10.08,1989,Invalid,usa,Diving,FATAL,Oct,,M,Unspecified,49
989,1989.09.17,1989,Unprovoked,south africa,Free diving,Chest lacerated,Sep,N,M,White,29
990,1989.09.13,1989,Provoked,usa,"Fishing, stepped on hooked shark's head",Bitten by hooked shark PROVOKED INCIDENT,Sep,N,M,Unspecified,51
991,1989.09.09.b,1989,Unprovoked,usa,Hookah diving for abalone (descending),Leg bitten,Sep,N,M,White,38
992,1989.08.29,1989,Provoked,australia,Feeding fish,Left leg bitten by captive shark                   PROVOKED INCIDENT,Aug,N,M,Grey,30
993,1989.08.22.a,1989,Unprovoked,south africa,Surfing,Multiple Injuries,Aug,N,M,White,21
994,1989.08.13,1989,Unprovoked,australia,Surfing,"No injury, shark took chunk out of surfboard",Aug,N,M,Unspecified,17
995,1989.07.20,1989,Unprovoked,south africa,Surfing,Torso bitten,Jul,N,M,White,34
996,1989.06.05,1989,Unprovoked,south africa,Surfing,"No injury, board bitten",Jun,N,M,White,16
997,1989.06.03,1989,Unprovoked,south africa,Free diving,Forearm bitten,Jun,N,M,White,28
998,1989.03.09,1989,Unprovoked,australia,Surfing,Thigh bitten FATAL,Mar,Y,M,White,27
999,1989.02.02,1989,Unprovoked,italy,"Scuba diving, but swimming on surface",FATAL. His body not recovered,Feb,Y,M,White,47
1000,1989.01.26.b,1989,Invalid,usa,Kayaking,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,Jan,,M,Unspecified,24
1001,1989.01.26.a,1989,Unprovoked,usa,Kayaking,"FATAL, thigh bitten, hands lacerated  ",Jan,Y,F,White,24
1002,1989.01.03,1989,Unprovoked,australia,Surfing with dolphins,"Abdomen lacerated, surfboard holed",Jan,N,M,Tiger,17
1003,1988.10.23,1988,Unprovoked,usa,Surfing (sitting on his board),Leg bitten & femur fractured,Oct,N,M,White,21
1004,1988.10.11,1988,Unprovoked,usa,Surfing,Left leg lacerated,Oct,N,M,Unspecified,30
1005,1988.10.10,1988,Unprovoked,usa,Surfing,Hand lacerated,Oct,N,M,Unspecified,23
1006,1988.09.28,1988,Unprovoked,usa,Surfing,Lacerations to foot,Sep,N,M,Unspecified,21
1007,1988.09.13.a,1988,Unprovoked,usa,Snorkeling,"FATAL, thigh & hand lacerated",Sep,Y,M,Bull,38
1008,1988.08.11,1988,Unprovoked,usa,Surfing,Thigh bitten,Aug,N,M,White,27
1009,1988.06.19,1988,Unprovoked,south africa,Spearfishing,Left arm lacerated,Jun,N,M,White,36
1010,1988.06.09,1988,Unprovoked,usa,Sittting in water with his child,Left leg bitten,Jun,N,M,Unspecified,37
1011,1988.06.01,1988,Unprovoked,usa,Surfing,Cuts to right foot and ankle,Jun,N,M,Unspecified,25
1012,1988.03.16,1988,Unprovoked,south africa,Surfing,"Lower left leg bitten, hand lacerated",Mar,N,M,Unspecified,17
1013,1988.02.14,1988,Unprovoked,south africa,Surfing,Ankle bitten,Feb,N,M,Grey,20
1014,1988.02.13,1988,Unprovoked,south africa,Lying atop surfboard,"Leg bitten, surgically amputated",Feb,N,F,Unspecified,15
1015,1988.01.27,1988,Invalid,south africa,Surfing,Minor injury to leg,Jan,,M,Unspecified,22
1016,1988.01.06,1988,Provoked,south africa,Attempting to lasso shark's tail,Foot lacerated by hooked shark PROVOKED INCIDENT,Jan,N,M,Unspecified,33
1017,1987.12.17,1987,Unprovoked,usa,Surfing,Left calf bitten,Dec,N,M,Unspecified,16
1018,1987.10.26,1987,Unprovoked,usa,Surfing,Buttock & leg bitten,Oct,N,M,Unspecified,20
1019,1987.10.25,1987,Invalid,south africa,Boogie boarding,Abrasion to forearm,Oct,,M,Unspecified,14
1020,1987.10.11,1987,Unprovoked,south africa,Spearfishing,Left thigh & calf lacerated,Oct,N,M,White,21
1021,1987.09.13,1987,Unprovoked,south africa,Surfing,Torso lacerated,Sep,N,M,White,24
1022,1987.08.20,1987,Unprovoked,usa,Wading,Lower left leg lacerated,Aug,N,M,Unspecified,12
1023,1987.08.15,1987,Unprovoked,usa,Surfing (sitting on his board),Fingers & surfboard injured,Aug,N,M,White,40
1024,1987.07.21,1987,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Jul,N,M,Unspecified,27
1025,1987.07.12.b,1987,Unprovoked,usa,Body surfing,Left foot bitten,Jul,N,F,Unspecified,32
1026,1987.07.12.a,1987,Unprovoked,usa,Wading,Puncture wounds to right foot,Jul,N,F,Unspecified,16
1027,1987.04.01,1987,Unprovoked,vanuatu,Swimming,FATAL,Apr,Y,M,Unspecified,8
1028,1987.01.28,1987,Unprovoked,south africa,Spearfishing,Puncture wounds to right hand,Jan,N,M,White,30
1029,1986.12.22,1986,Unprovoked,south africa,Body boarding,"FATAL, legs bitten ",Dec,Y,M,White,21
1030,1986.12.11,1986,Unprovoked,usa,Surfing,Forearm bitten,Dec,N,M,Unspecified,40
